Filt rate(m3/m2h),Filt rate (m/s),Initial depth (m),Final depth (m),Porosity,Media size (m),Actual loss (m)
0,0,0.6,0.73,0.7,0.00066,0
4.88897021624706,0.00135804728229085,0.6,0.705,0.676897006213519,0.00066,0.00254
9.77794043249412,0.0027160945645817,0.6,0.695,0.672248042274145,0.00066,0.02032
12.2224255406176,0.00339511820572712,0.6,0.689,0.669393888796126,0.00066,0.04064
14.6669106487411,0.00407414184687254,0.6,0.684,0.666977177456917,0.00066,0.05588
19.5558808649882,0.00543218912916339,0.6,0.678,0.664030072832642,0.00066,0.08382
24.4448510812353,0.00679023641145424,0.6,0.67,0.660018491612733,0.00066,0.10922
29.3338212974823,0.00814828369374509,0.6,0.663,0.656428943258719,0.00066,0.1905
34.2227915137294,0.00950633097603594,0.6,0.658,0.653818220943056,0.00066,0.20828
36.667276621853,0.0101853546171814,0.6,0.65,0.649557522123894,0.00066,0.24892
39.1117617299765,0.0108643782583268,0.6,0.648,0.648475909537856,0.00066,0.26416
44.0007319462234,0.0122224255406176,0.6,0.643,0.645742440716222,0.00066,0.3302
48.8897021624706,0.0135804728229085,0.6,0.639,0.643524866010221,0.00066,0.40132
53.7786723787175,0.0149385201051993,0.6,0.63,0.638432364096081,0.00066,0.50292
58.6676425949647,0.0162965673874902,0.6,0.625,0.63553982300885,0.00066,0.55372
61.1121277030882,0.0169755910286356,0.6,0.62,0.632600628033115,0.00066,0.58928
63.5566128112116,0.017654614669781,0.6,0.619,0.632007091083249,0.00066,0.6223
68.4455830274588,0.0190126619520719,0.6,0.614,0.629010406157217,0.00066,0.6985
73.3345532437057,0.0203707092343627,0.6,0.609,0.625964514582153,0.00066,0.76708
0,0,0.9,0.927,0.7,0.00066,0
4.88897021624706,0.00135804728229085,0.9,0.925,0.630614685481942,0.00066,0.00762
9.77794043249412,0.0027160945645817,0.9,0.924,0.630214917825537,0.00066,0.0762
12.2224255406176,0.00339511820572712,0.9,0.923,0.629814283933691,0.00066,0.10668
14.6669106487411,0.00407414184687254,0.9,0.919,0.628203029456797,0.00066,0.1524
19.5558808649882,0.00543218912916339,0.9,0.917,0.627392130938709,0.00066,0.17272
24.4448510812353,0.00679023641145424,0.9,0.914,0.626169129180303,0.00066,0.24638
29.3338212974823,0.00814828369374509,0.9,0.912,0.625349324639031,0.00066,0.30988
34.2227915137294,0.00950633097603594,0.9,0.91,0.624525916561315,0.00066,0.38608
36.667276621853,0.0101853546171814,0.9,0.908,0.623698881135238,0.00066,0.4318
39.1117617299765,0.0108643782583268,0.9,0.906,0.622868194338628,0.00066,0.4826
44.0007319462234,0.0122224255406176,0.9,0.9,0.620353982300885,0.00066,0.5588
48.8897021624706,0.0135804728229085,0.9,0.896,0.618659134007585,0.00066,0.65532
53.7786723787175,0.0149385201051993,0.9,0.89,0.61608829670876,0.00066,0.8001
58.6676425949647,0.0162965673874902,0.9,0.887,0.614789835480041,0.00066,0.889
61.1121277030882,0.0169755910286356,0.9,0.885,0.613919304034798,0.00066,0.9398
63.5566128112116,0.017654614669781,0.9,0.883,0.61304482907225,0.00066,0.99568
68.4455830274588,0.0190126619520719,0.9,0.88,0.611725663716814,0.00066,1.1049
73.3345532437057,0.0203707092343627,0.9,0.877,0.610397473284831,0.00066,1.22428
0,0,1.2,1.306,0.7,0.00066,0
4.88897021624706,0.00135804728229085,1.2,1.294,0.647932595642243,0.00066,0.0508
9.77794043249412,0.0027160945645817,1.2,1.284,0.645190637664379,0.00066,0.1016
12.2224255406176,0.00339511820572712,1.2,1.273,0.642124728013403,0.00066,0.127
14.6669106487411,0.00407414184687254,1.2,1.258,0.637857534786218,0.00066,0.17272
19.5558808649882,0.00543218912916339,1.2,1.246,0.634369806389295,0.00066,0.24638
24.4448510812353,0.00679023641145424,1.2,1.233,0.630514824623732,0.00066,0.3556
29.3338212974823,0.00814828369374509,1.2,1.215,0.625040970173714,0.00066,0.46482
34.2227915137294,0.00950633097603594,1.2,1.21,0.623491552695093,0.00066,0.5588
36.667276621853,0.0101853546171814,1.2,1.205,0.621929276980134,0.00066,0.61468
39.1117617299765,0.0108643782583268,1.2,1.199,0.620037346756515,0.00066,0.69342
44.0007319462234,0.0122224255406176,1.2,1.19,0.617163679631145,0.00066,0.8382
48.8897021624706,0.0135804728229085,1.2,1.178,0.613263818982226,0.00066,0.99822
53.7786723787175,0.0149385201051993,1.2,1.171,0.610951988694331,0.00066,1.1557
58.6676425949647,0.0162965673874902,1.2,1.168,0.609952721542005,0.00066,1.3462
61.1121277030882,0.0169755910286356,1.2,1.164,0.60861235288751,0.00066,1.44272
63.5566128112116,0.017654614669781,1.2,1.16,0.60726274031126,0.00066,1.5367
68.4455830274588,0.0190126619520719,1.2,1.155,0.605562579013907,0.00066,1.7018
73.3345532437057,0.0203707092343627,1.2,1.15,0.603847633705271,0.00066,1.8669
0,0,0.6,0.74,0.67,0.0012,0
4.88897021624706,0.00135804728229085,0.6,0.73,0.654503576191053,0.0012,0.00254
9.77794043249412,0.0027160945645817,0.6,0.729,0.654029644196803,0.0012,0.00508
12.2224255406176,0.00339511820572712,0.6,0.725,0.65212084223375,0.0012,0.00762
14.6669106487411,0.00407414184687254,0.6,0.723,0.651158520912129,0.0012,0.0254
19.5558808649882,0.00543218912916339,0.6,0.72,0.649705014749263,0.0012,0.04826
24.4448510812353,0.00679023641145424,0.6,0.717,0.648239345354908,0.0012,0.05588
29.3338212974823,0.00814828369374509,0.6,0.715,0.647255399467789,0.0012,0.08128
34.2227915137294,0.00950633097603594,0.6,0.712,0.64576911603858,0.0012,0.09906
36.667276621853,0.0101853546171814,0.6,0.71,0.644771282562632,0.0012,0.10668
39.1117617299765,0.0108643782583268,0.6,0.708,0.64376781160942,0.0012,0.1143
44.0007319462234,0.0122224255406176,0.6,0.706,0.64275865526837,0.0012,0.14986
48.8897021624706,0.0135804728229085,0.6,0.703,0.641234154508491,0.0012,0.16002
53.7786723787175,0.0149385201051993,0.6,0.7,0.639696586599241,0.0012,0.1905
58.6676425949647,0.0162965673874902,0.6,0.698,0.638664198595228,0.0012,0.20828
61.1121277030882,0.0169755910286356,0.6,0.696,0.637625877326823,0.0012,0.2286
63.5566128112116,0.017654614669781,0.6,0.694,0.636581571497794,0.0012,0.24892
68.4455830274588,0.0190126619520719,0.6,0.691,0.635003778031069,0.0012,0.2794
73.3345532437057,0.0203707092343627,0.6,0.688,0.6334122247376,0.0012,0.30988
0,0,0.9,1.2,0.67,0.0012,0
4.88897021624706,0.00135804728229085,0.9,1.132,0.665796303824385,0.0012,0.00508
9.77794043249412,0.0027160945645817,0.9,1.123,0.663117912670707,0.0012,0.0127
12.2224255406176,0.00339511820572712,0.9,1.121,0.662516874156292,0.0012,0.01778
14.6669106487411,0.00407414184687254,0.9,1.12,0.662215549936789,0.0012,0.0508
19.5558808649882,0.00543218912916339,0.9,1.114,0.660396244101619,0.0012,0.0762
24.4448510812353,0.00679023641145424,0.9,1.102,0.65669819957278,0.0012,0.1016
29.3338212974823,0.00814828369374509,0.9,1.095,0.654503576191053,0.0012,0.1397
34.2227915137294,0.00950633097603594,0.9,1.088,0.652280713170224,0.0012,0.1524
36.667276621853,0.0101853546171814,0.9,1.084,0.650997616170852,0.0012,0.1778
39.1117617299765,0.0108643782583268,0.9,1.08,0.649705014749262,0.0012,0.19812
44.0007319462234,0.0122224255406176,0.9,1.076,0.648402802908182,0.0012,0.2286
48.8897021624706,0.0135804728229085,0.9,1.067,0.645437128331025,0.0012,0.254
53.7786723787175,0.0149385201051993,0.9,1.06,0.643095675404909,0.0012,0.2794
58.6676425949647,0.0162965673874902,0.9,1.056,0.641743765084473,0.0012,0.3302
61.1121277030882,0.0169755910286356,0.9,1.052,0.64038157407719,0.0012,0.381
63.5566128112116,0.017654614669781,0.9,1.049,0.639353113373883,0.0012,0.3937
68.4455830274588,0.0190126619520719,0.9,1.044,0.637625877326823,0.0012,0.43942
73.3345532437057,0.0203707092343627,0.9,1.04,0.636232130701157,0.0012,0.48768
0,0,1.2,1.4,0.67,0.0012,0
4.88897021624706,0.00135804728229085,1.2,1.364,0.630187112345263,0.0012,0.00508
9.77794043249412,0.0027160945645817,1.2,1.358,0.628553182061074,0.0012,0.0127
12.2224255406176,0.00339511820572712,1.2,1.358,0.628553182061074,0.0012,0.03048
14.6669106487411,0.00407414184687254,1.2,1.356,0.628005325397447,0.0012,0.04572
19.5558808649882,0.00543218912916339,1.2,1.349,0.626075034276455,0.0012,0.0762
24.4448510812353,0.00679023641145424,1.2,1.339,0.623282465451037,0.0012,0.10922
29.3338212974823,0.00814828369374509,1.2,1.331,0.62101819777531,0.0012,0.1524
34.2227915137294,0.00950633097603594,1.2,1.328,0.620162064185947,0.0012,0.19558
36.667276621853,0.0101853546171814,1.2,1.324,0.619014517552068,0.0012,0.2286
39.1117617299765,0.0108643782583268,1.2,1.321,0.618149296925767,0.0012,0.254
44.0007319462234,0.0122224255406176,1.2,1.317,0.616989537766847,0.0012,0.2921
48.8897021624706,0.0135804728229085,1.2,1.313,0.615822712291651,0.0012,0.3302
53.7786723787175,0.0149385201051993,1.2,1.303,0.612874306399799,0.0012,0.381
58.6676425949647,0.0162965673874902,1.2,1.298,0.611383067210276,0.0012,0.43688
61.1121277030882,0.0169755910286356,1.2,1.294,0.61018177839176,0.0012,0.4699
63.5566128112116,0.017654614669781,1.2,1.291,0.609275926598713,0.0012,0.50292
68.4455830274588,0.0190126619520719,1.2,1.285,0.607451534038084,0.0012,0.53848
73.3345532437057,0.0203707092343627,1.2,1.28,0.60591814159292,0.0012,0.60198
0,0,0.6,0.75,0.62,0.0019,0
4.88897021624706,0.00135804728229085,0.6,0.72,0.616519174041298,0.0019,0.00254
9.77794043249412,0.0027160945645817,0.6,0.718,0.615450982325535,0.0019,0.00762
12.2224255406176,0.00339511820572712,0.6,0.715,0.613837489943685,0.0019,0.01016
14.6669106487411,0.00407414184687254,0.6,0.714,0.613296646092065,0.0019,0.0127
19.5558808649882,0.00543218912916339,0.6,0.712,0.612210400715919,0.0019,0.01524
24.4448510812353,0.00679023641145424,0.6,0.71,0.611118035647513,0.0019,0.02032
29.3338212974823,0.00814828369374509,0.6,0.709,0.610569542044759,0.0019,0.03302
34.2227915137294,0.00950633097603594,0.6,0.706,0.608914738399057,0.0019,0.04572
36.667276621853,0.0101853546171814,0.6,0.705,0.608360007531538,0.0019,0.05334
39.1117617299765,0.0108643782583268,0.6,0.704,0.607803700724055,0.0019,0.06096
44.0007319462234,0.0122224255406176,0.6,0.7,0.605562579013906,0.0019,0.0762
48.8897021624706,0.0135804728229085,0.6,0.695,0.602724899726237,0.0019,0.1016
53.7786723787175,0.0149385201051993,0.6,0.692,0.601002608829096,0.0019,0.1143
58.6676425949647,0.0162965673874902,0.6,0.69,0.599846094651789,0.0019,0.127
61.1121277030882,0.0169755910286356,0.6,0.689,0.59926531975288,0.0019,0.14224
63.5566128112116,0.017654614669781,0.6,0.688,0.598682856554847,0.0019,0.16002
68.4455830274588,0.0190126619520719,0.6,0.686,0.597512835728476,0.0019,0.1905
73.3345532437057,0.0203707092343627,0.6,0.684,0.59633597267505,0.0019,0.22352
0,0,0.9,1.1,0.62,0.0019,0
4.88897021624706,0.00135804728229085,0.9,1.01,0.589941295014457,0.0019,0.00254
9.77794043249412,0.0027160945645817,0.9,1.008,0.589127686472819,0.0019,0.00762
12.2224255406176,0.00339511820572712,0.9,1,0.585840707964602,0.0019,0.0127
14.6669106487411,0.00407414184687254,0.9,0.99,0.581657280772325,0.0019,0.0254
19.5558808649882,0.00543218912916339,0.9,0.99,0.581657280772325,0.0019,0.0381
24.4448510812353,0.00679023641145424,0.9,0.981,0.577819274173906,0.0019,0.0508
29.3338212974823,0.00814828369374509,0.9,0.97,0.573031657695466,0.0019,0.0635
34.2227915137294,0.00950633097603594,0.9,0.969,0.57259102989123,0.0019,0.0889
36.667276621853,0.0101853546171814,0.9,0.964,0.570374178386516,0.0019,0.1016
39.1117617299765,0.0108643782583268,0.9,0.963,0.569928045653792,0.0019,0.1143
44.0007319462234,0.0122224255406176,0.9,0.957,0.567231669764474,0.0019,0.127
48.8897021624706,0.0135804728229085,0.9,0.955,0.566325348654033,0.0019,0.15748
53.7786723787175,0.0149385201051993,0.9,0.952,0.564958726853573,0.0019,0.1905
58.6676425949647,0.0162965673874902,0.9,0.946,0.562199479878015,0.0019,0.22352
61.1121277030882,0.0169755910286356,0.9,0.944,0.56127193640318,0.0019,0.2413
63.5566128112116,0.017654614669781,0.9,0.942,0.560340454314864,0.0019,0.26924
68.4455830274588,0.0190126619520719,0.9,0.937,0.557994352150055,0.0019,0.29972
73.3345532437057,0.0203707092343627,0.9,0.934,0.556574633795077,0.0019,0.3302
0,0,1.2,1.4,0.62,0.0019,0
4.88897021624706,0.00135804728229085,1.2,1.332,0.5854261340987,0.0019,0.00254
9.77794043249412,0.0027160945645817,1.2,1.33,0.58480271475148,0.0019,0.0127
12.2224255406176,0.00339511820572712,1.2,1.327,0.583864062260338,0.0019,0.0254
14.6669106487411,0.00407414184687254,1.2,1.323,0.582605903718419,0.0019,0.04572
19.5558808649882,0.00543218912916339,1.2,1.321,0.581973967160839,0.0019,0.06096
24.4448510812353,0.00679023641145424,1.2,1.319,0.581340114192168,0.0019,0.0762
29.3338212974823,0.00814828369374509,1.2,1.313,0.579426969245597,0.0019,0.10668
34.2227915137294,0.00950633097603594,1.2,1.308,0.577819274173906,0.0019,0.12192
36.667276621853,0.0101853546171814,1.2,1.307,0.577496259081461,0.0019,0.131064
39.1117617299765,0.0108643782583268,1.2,1.302,0.575873740875168,0.0019,0.1524
44.0007319462234,0.0122224255406176,1.2,1.3,0.575221238938053,0.0019,0.188976
48.8897021624706,0.0135804728229085,1.2,1.292,0.57259102989123,0.0019,0.21336
53.7786723787175,0.0149385201051993,1.2,1.289,0.571596284421621,0.0019,0.27432
58.6676425949647,0.0162965673874902,1.2,1.285,0.570262731999587,0.0019,0.32004
61.1121277030882,0.0169755910286356,1.2,1.282,0.569257106567449,0.0019,0.33528
63.5566128112116,0.017654614669781,1.2,1.279,0.568246763580507,0.0019,0.36576
68.4455830274588,0.0190126619520719,1.2,1.278,0.567908928497237,0.0019,0.41148
73.3345532437057,0.0203707092343627,1.2,1.276,0.567231669764474,0.0019,0.4572
